position,incumbent,candidate,year,metric,point,lo_95,hi_95,n_paired,verdict,reason
QB,baseline,lightgbm,pooled,rmse_delta,-0.023287369476424402,-0.12388995721039342,0.07580310960746577,2676,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [-0.124, +0.076] brackets / exceeds zero"
QB,baseline,lightgbm,pooled,spearman_delta,0.015475073009110663,0.001039830841984302,0.029632361042884775,2676,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [-0.124, +0.076] brackets / exceeds zero"
QB,baseline,lightgbm,2021,rmse_delta,0.004487023481180685,-0.19392048845140536,0.22887547364156619,665,,
QB,baseline,lightgbm,2021,spearman_delta,0.020960835522681798,-0.0086279160471928,0.051930796387403964,665,,
QB,baseline,lightgbm,2022,rmse_delta,0.04563800403429319,-0.17646934523049865,0.2571591336454729,657,,
QB,baseline,lightgbm,2022,spearman_delta,0.01514173638913141,-0.012395859750231613,0.04438072868968808,657,,
QB,baseline,lightgbm,2023,rmse_delta,0.012109562204217994,-0.192992693371621,0.2122981816787527,670,,
QB,baseline,lightgbm,2023,spearman_delta,-0.0005817847625682049,-0.028173632450405363,0.02506228841096704,670,,
QB,baseline,lightgbm,2024,rmse_delta,-0.14727323957304517,-0.31807677804081014,0.02374333508784915,684,,
QB,baseline,lightgbm,2024,spearman_delta,0.026379504887197647,0.0029976131381497075,0.050380623872212364,684,,
RB,baseline,lightgbm,pooled,rmse_delta,0.19164452910290564,0.1438347186536461,0.24212491562939017,5273,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.144, +0.242] brackets / exceeds zero"
RB,baseline,lightgbm,pooled,spearman_delta,-0.002304459213681498,-0.008215886051207775,0.002845494571927999,5273,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.144, +0.242] brackets / exceeds zero"
RB,baseline,lightgbm,2021,rmse_delta,0.22021841739711512,0.11183684016708853,0.3313969039991867,1315,,
RB,baseline,lightgbm,2021,spearman_delta,-0.017525690999091403,-0.030492140603660924,-0.004334252966889614,1315,,
RB,baseline,lightgbm,2022,rmse_delta,0.20103657000107855,0.10309291515997762,0.30151799303998156,1331,,
RB,baseline,lightgbm,2022,spearman_delta,0.011538784019360704,-0.00030124694564699617,0.023239045827666956,1331,,
RB,baseline,lightgbm,2023,rmse_delta,0.19265088430755295,0.11529158928525818,0.2697919191152065,1311,,
RB,baseline,lightgbm,2023,spearman_delta,-0.0027027162514104974,-0.013860500185623357,0.00811713543708779,1311,,
RB,baseline,lightgbm,2024,rmse_delta,0.1509979218841524,0.08190434062499825,0.21834328483193205,1316,,
RB,baseline,lightgbm,2024,spearman_delta,-0.0005282136235849055,-0.01084871747564771,0.008380044444738513,1316,,
TE,baseline,lightgbm,pooled,rmse_delta,0.15534802467674158,0.10962808821328011,0.206005703161559,4257,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.110, +0.206] brackets / exceeds zero"
TE,baseline,lightgbm,pooled,spearman_delta,0.004272318566993949,-0.005169874492921259,0.013237764079377037,4257,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.110, +0.206] brackets / exceeds zero"
TE,baseline,lightgbm,2021,rmse_delta,0.1271196927625029,0.03212031939042048,0.22696521737848255,1030,,
TE,baseline,lightgbm,2021,spearman_delta,0.014328229905642753,-0.00842114351372474,0.034903752596515666,1030,,
TE,baseline,lightgbm,2022,rmse_delta,0.12115426601479751,0.02477113327932714,0.22550492535596103,1088,,
TE,baseline,lightgbm,2022,spearman_delta,-0.0025249975130404168,-0.022798258751531523,0.016805853893100672,1088,,
TE,baseline,lightgbm,2023,rmse_delta,0.19017513137833575,0.10100427517819859,0.2759909260632646,1058,,
TE,baseline,lightgbm,2023,spearman_delta,0.011007905612480662,-0.0049735548301148924,0.02822631487142292,1058,,
TE,baseline,lightgbm,2024,rmse_delta,0.18577589049973753,0.10535230067420406,0.27305566776816775,1081,,
TE,baseline,lightgbm,2024,spearman_delta,-0.005721863737106814,-0.02219987905498411,0.009631215454295449,1081,,
WR,baseline,lightgbm,pooled,rmse_delta,0.13379804743539303,0.09631923298059122,0.1721164435423207,8460,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.096, +0.172] brackets / exceeds zero"
WR,baseline,lightgbm,pooled,spearman_delta,0.004451267778185719,-0.0012222156647488766,0.010053829523424526,8460,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [+0.096, +0.172] brackets / exceeds zero"
WR,baseline,lightgbm,2021,rmse_delta,0.15041807365524118,0.07202393579043505,0.22406904281216747,2109,,
WR,baseline,lightgbm,2021,spearman_delta,0.009741077763787742,-0.0011501377313552386,0.02133459098515232,2109,,
WR,baseline,lightgbm,2022,rmse_delta,0.12232758950419331,0.04748380117205995,0.19162535104026526,2102,,
WR,baseline,lightgbm,2022,spearman_delta,0.005234720337045973,-0.005671786792635444,0.016046592872830102,2102,,
WR,baseline,lightgbm,2023,rmse_delta,0.19698494914662046,0.11882941065312087,0.27306876391938817,2201,,
WR,baseline,lightgbm,2023,spearman_delta,-0.0014017672342141463,-0.01336105344342797,0.010147702576713248,2201,,
WR,baseline,lightgbm,2024,rmse_delta,0.06118601162222248,0.0016386158259796171,0.1238128639972888,2048,,
WR,baseline,lightgbm,2024,spearman_delta,0.004231040246123086,-0.006518429872810338,0.014814017477239856,2048,,
