rank,gsis_id,position,season_total_mean,n_weeks,full_name,team
281,00-0034613,TE,90.25507310689888,17,Tanner Hudson,CIN
282,00-0037258,RB,89.29078766187706,19,Dameon Pierce,PHI
283,00-0032385,WR,89.19996023709801,12,Sterling Shepard,TB
284,00-0036196,WR,88.87791533142104,11,Gabriel Davis,BUF
285,00-0033854,RB,88.07272059178251,19,Dare Ogunbowale,HOU
286,00-0032392,TE,87.9716643600275,17,Austin Hooper,ATL
287,00-0037005,TE,87.73399334178363,17,Tommy Tremble,CAR
288,00-0034364,TE,87.69969509893309,17,Jordan Akins,JAC
289,00-0035567,RB,87.03037501509395,18,Craig Reynolds,NE
290,00-0033045,RB,86.61768278989496,14,Ezekiel Elliott,
291,00-0037120,RB,86.54643446631883,17,Tyler Goodson,ATL
292,00-0039236,WR,86.51377805444517,21,Johnny Wilson,PHI
293,00-0036879,QB,85.88735964049322,17,Sam Ehlinger,DEN
294,00-0038938,WR,85.70734802731354,17,Jalin Hyatt,NYG
295,00-0038573,WR,85.70472129647874,18,Derius Davis,LAC
296,00-0033246,TE,84.49827994839747,18,Johnny Mundt,PHI
297,00-0039521,WR,84.4967938974216,15,Xavier Weaver,ARI
298,00-0035249,TE,84.37679023715737,17,Josh Oliver,MIN
299,00-0036984,RB,84.31580027709549,17,Trey Sermon,PIT
300,00-0034775,WR,83.74842083321064,9,Christian Kirk,SF
301,00-0038496,WR,83.51223189918221,17,Xavier Gipson,NYG
302,00-0036630,WR,83.05218373897193,19,Tylan Wallace,CLE
303,00-0037012,QB,82.73059480676605,14,Trey Lance,LAC
304,00-0037252,TE,82.19852619365786,16,Greg Dulcich,MIA
305,00-0037614,WR,82.09682280544217,15,John Metchie,CAR
306,00-0039792,WR,81.44983088435474,19,Devontez Walker,BAL
307,00-0030578,RB,81.39274568021165,18,Cordarrelle Patterson,
308,00-0035140,WR,80.85522690401449,13,Mecole Hardman,BUF
309,00-0038465,WR,80.51846464798902,18,Malik Heath,ATL
310,00-0039365,WR,79.96878935025535,17,Jacob Cowing,SF
311,00-0038098,RB,79.60037789490885,17,Pierre Strong Jr.,GB
312,00-0038640,WR,77.79425771947167,17,Jalen Brooks,ARI
313,00-0033955,RB,77.61288204698893,20,Jeremy McNichols,WAS
314,00-0033948,RB,77.30145277503635,17,Jamaal Williams,
315,00-0039738,RB,76.88340970107691,18,Blake Corum,LAR
316,00-0036635,WR,76.77592276845964,15,Ihmir Smith-Marsette,ARI
317,00-0039391,RB,76.46132534872741,17,Kimani Vidal,LAC
318,00-0039810,WR,76.26621879203792,17,Jermaine Burton,
319,00-0032128,WR,75.85250079356022,17,Chris Conley,
320,00-0035631,TE,75.70632573629605,17,Drew Sample,CIN
321,00-0039410,WR,75.55362137460067,17,Ryan Flournoy,DAL
322,00-0036928,QB,75.53927343229665,18,Kyle Trask,ATL
323,00-0038550,QB,75.30725058418092,18,Hendon Hooker,TEN
324,00-0033375,WR,74.95585037013804,10,Tim Patrick,JAC
325,00-0037545,WR,74.82869369421472,7,Rashid Shaheed,SEA
326,00-0034854,WR,74.51546120598141,17,KhaDarel Hodge,
327,00-0033307,WR,74.25967107575917,11,Kendrick Bourne,ARI
328,00-0039847,TE,73.42027857509761,13,Theo Johnson,NYG
329,00-0038752,WR,73.40432842902923,17,Jake Bobo,SEA
330,00-0038576,WR,73.20630683403296,17,Charlie Jones,CIN
331,00-0035021,WR,73.16538402106303,17,Ashton Dulin,IND
332,00-0036754,TE,73.066269441895,18,Brock Wright,DET
333,00-0034646,WR,72.88400230145372,18,Brandon Powell,
334,00-0034487,WR,72.68105702288298,18,Trent Sherfield,BUF
335,00-0039067,WR,72.50427601875845,5,Rashee Rice,KC
336,00-0035298,WR,71.68135369165599,18,Scotty Miller,PIT
337,00-0038705,RB,71.52552708522727,14,Emari Demercado,KC
338,00-0035993,QB,71.30398418783503,6,Tyler Huntley,BAL
339,00-0038122,QB,70.96185209514071,8,Desmond Ridder,
340,00-0034272,WR,70.05514956522592,11,Marquez Valdes-Scantling,DAL
341,00-0032464,WR,69.82867418634793,12,Kalif Raymond,CHI
342,00-0038108,QB,69.54641704968478,8,Bailey Zappe,NYJ
343,00-0039491,WR,69.20693462962257,10,Jalen Coker,CAR
344,00-0039356,TE,69.20428758648536,17,Ja'Tavion Sanders,CAR
345,00-0035628,RB,69.09861693170667,17,D'Ernest Johnson,NE
346,00-0039874,RB,69.01905140237845,17,Jaylen Wright,MIA
347,00-0038941,WR,68.8256434990104,17,Tyler Scott,LAR
348,00-0039921,RB,68.11205790723548,16,Trey Benson,ARI
349,00-0039074,TE,67.97211650970993,18,Davis Allen,LAR
350,00-0033925,RB,67.02592642664789,17,D'Onta Foreman,
351,00-0031763,WR,66.88735366216572,14,DeAndre Carter,CLE
352,00-0026300,QB,65.7690677417152,19,Josh Johnson,CIN
353,00-0035243,RB,65.50440155016153,10,Miles Sanders,DAL
354,00-0037539,TE,65.46810327797155,18,Lucas Krull,DEN
355,00-0037805,TE,65.42222853938291,17,Jeremy Ruckert,NYJ
356,00-0039816,WR,65.30939783230332,17,Anthony Gould,IND
357,00-0039392,WR,65.05482009403832,17,Jha'Quan Jackson,JAC
358,00-0037475,TE,64.21284292751551,18,Stone Smartt,PHI
359,00-0036628,TE,63.86419735322184,20,John Bates,WAS
360,00-0033217,TE,63.38406214522332,17,Mo Alie-Cox,IND
361,00-0036527,WR,63.22137818702306,13,DJ Turner,LV
362,00-0033280,RB,63.07124281942631,4,Christian McCaffrey,SF
363,00-0034184,RB,62.52570543790648,9,Gus Edwards,
364,00-0036497,WR,62.442235291609045,17,Tim Jones,JAC
365,00-0035341,WR,62.16324586346353,13,Trenton Irwin,NYJ
366,00-0038558,TE,62.0847540417122,18,Darnell Washington,PIT
367,00-0039050,TE,60.90521768965397,18,Payne Durham,TB
368,00-0036906,RB,60.30779224788501,15,Khalil Herbert,NYJ
369,00-0039793,TE,60.18275831745391,17,AJ Barner,SEA
370,00-0038396,RB,60.074938424188424,17,Eric Gray,NYG
371,00-0036876,TE,60.021322915075935,17,Kylen Granson,TEN
372,00-0037557,RB,59.89259891920584,19,Ronnie Rivers,LAR
373,00-0039920,WR,59.80740879299104,17,Malachi Corley,CLE
374,00-0039041,TE,59.76690844615743,17,Elijah Higgins,ARI
375,00-0034115,RB,59.058328789346106,16,Jeffery Wilson,MIA
376,00-0036422,TE,59.0311890030254,18,Adam Trautman,DEN
377,00-0036232,TE,58.59950232880604,15,Harrison Bryant,SEA
378,00-0039746,RB,58.53825617580318,21,Will Shipley,PHI
379,00-0039798,RB,58.45317508157089,17,Isaiah Davis,NYJ
380,00-0038720,TE,57.43012331748451,17,Julian Hill,NE
381,00-0033576,TE,57.394870434928585,17,Eric Saubert,SEA
382,00-0036887,TE,57.027076653425205,17,Luke Farrell,SF
383,00-0034177,QB,56.9919512245324,7,Tim Boyle,
384,00-0036429,TE,56.737602433858385,17,Charlie Woerner,ATL
385,00-0035662,WR,56.65068351176318,7,Marquise Brown,PHI
386,00-0038115,TE,56.54349554795694,17,Daniel Bellinger,TEN
387,00-0039379,WR,56.34461328685146,13,Jamari Thrash,CLE
388,00-0038389,RB,55.63669880406832,13,Israel Abanikanda,DAL
389,00-0039853,WR,55.55951870915314,17,Javon Baker,SF
390,00-0035806,RB,55.03259218695774,17,JaMycal Hasty,
391,00-0037304,TE,54.80307844912272,18,Connor Heyward,LV
392,00-0038685,RB,54.71858917297484,14,Chris Brooks,GB
393,00-0033251,WR,54.69476491900908,17,Zach Pascal,
394,00-0034928,WR,54.04792753623218,15,Steven Sims,ARI
395,00-0038359,WR,53.5862642552762,14,Xavier Smith,LAR
396,00-0034798,TE,53.15658543761176,17,Durham Smythe,BAL
397,00-0039107,QB,53.061887345767026,9,Stetson Bennett,LAR
398,00-0031585,TE,53.05191469029598,18,MyCole Pruitt,
399,00-0033891,WR,53.032099631020294,10,Zay Jones,ARI
400,00-0033943,WR,52.523269676023354,6,Josh Reynolds,NYJ
401,00-0039373,RB,52.42099906393384,13,Audric Estime,NO
402,00-0039451,WR,52.13025244876073,9,Isaiah Williams,NYJ
403,00-0038647,WR,51.73816350515426,12,Ronnie Bell,NO
404,00-0039394,WR,51.412027415927795,15,Casey Washington,ATL
405,00-0031236,WR,51.26942436567838,5,Brandin Cooks,BUF
406,00-0037093,WR,51.14484979143551,17,Dareke Young,LV
407,00-0039066,TE,50.96422740093659,11,Michael Mayer,LV
408,00-0038046,TE,50.22880269837454,13,Charlie Kolar,LAC
409,00-0033895,TE,50.08324679123426,17,Gerald Everett,
410,00-0039543,WR,50.01408905504786,12,Ramel Keyton,
411,00-0033439,TE,49.49518533868868,17,Pharaoh Brown,ARI
412,00-0036268,WR,49.200230172736354,13,Laviska Shenault,
413,00-0034791,RB,48.61976840049147,6,Nick Chubb,HOU
414,00-0036590,TE,48.005620296543896,20,Quintin Morris,JAC
415,00-0034830,TE,47.83789695284278,11,Hayden Hurst,
416,00-0038589,TE,47.79060436597691,14,Josh Whyle,GB
417,00-0038477,WR,47.75864193475361,17,Bryce Ford-Wheaton,NYG
418,00-0038104,WR,47.53367871180708,11,Tyquan Thornton,KC
419,00-0039814,TE,47.39717389818593,10,Erick All,CIN
420,00-0038622,RB,47.07099392537344,17,Deuce Vaughn,DEN
421,00-0032394,TE,46.701809641359354,17,Nick Vannett,LAR
422,00-0039747,WR,45.2346842647591,10,Ainias Smith,CAR
423,00-0038636,RB,44.793447069152094,17,Kenny McIntosh,SEA
424,00-0037429,RB,44.7257243059038,17,Raheem Blackshear,NYJ
425,00-0036425,RB,44.57541286251226,17,DeeJay Dallas,JAC
426,00-0039530,TE,44.55733195205889,17,Brevyn Spann-Ford,DAL
427,00-0036950,RB,44.41199515371344,17,Avery Williams,NYJ
428,00-0038809,TE,44.17636191835165,18,Ben Sims,MIA
429,00-0037292,TE,43.97621067764771,17,Drew Ogletree,IND
430,00-0037594,RB,43.91816018665707,17,Julius Chestnut,TEN
431,00-0037132,WR,43.798426065787204,9,Britain Covey,PHI
432,00-0038821,WR,43.47128955981697,9,Rakim Jarrett,PIT
433,00-0035291,RB,42.79105114642555,17,Trayveon Williams,CLE
434,00-0036646,WR,42.64845019128822,9,Simi Fehoko,ARI
435,00-0038394,TE,42.46909306955575,17,Will Mallory,IND
436,00-0038678,RB,41.61296790210571,15,Jordan Mims,TEN
437,00-0039386,WR,41.56585354195913,9,Bub Means,NO
438,00-0038824,WR,41.293032028921274,9,Ryan Miller,NYG
439,00-0039364,RB,40.85341648813749,15,Sione Vaki,DET
440,00-0037156,WR,40.75920059359521,14,Irvin Charles,
441,00-0039916,WR,40.68650891826249,6,Ricky Pearsall,SF
442,00-0039359,TE,40.56639684659008,15,Cade Stover,HOU
443,00-0031941,WR,39.655559841468474,9,Jamison Crowder,
444,00-0038783,TE,39.411621584308286,18,Nate Adkins,DEN
445,00-0038454,RB,39.266558302328804,6,Keaton Mitchell,LAC
446,00-0031235,WR,38.677213290713404,9,Odell Beckham,
447,00-0035891,WR,38.53841206843646,6,Cody White,SEA
448,00-0037004,TE,37.902410254878156,18,Hunter Long,JAC
449,00-0037617,RB,37.479650910332,15,Hassan Haskins,LAC
