rank,gsis_id,position,season_total_mean,n_weeks,full_name,team
421,00-0039916,WR,40.75689235862599,6,Ricky Pearsall,SF
422,00-0039359,TE,40.56639684659008,15,Cade Stover,HOU
423,00-0038783,TE,39.411621584308286,18,Nate Adkins,DEN
424,00-0038454,RB,39.266558302328804,6,Keaton Mitchell,LAC
425,00-0037004,TE,37.902410254878156,18,Hunter Long,JAC
426,00-0037617,RB,37.479650910332,15,Hassan Haskins,LAC
427,00-0031235,WR,37.211252532974875,9,Odell Beckham,
428,00-0038611,RB,36.65208458350108,9,Chris Rodriguez,JAC
429,00-0036646,WR,36.295243518624694,9,Simi Fehoko,ARI
430,00-0039912,TE,36.07352851254588,20,Ben Sinnott,WAS
431,00-0034928,WR,36.0538255970639,15,Steven Sims,ARI
432,00-0034177,QB,35.43737501223905,7,Tim Boyle,
433,00-0039920,WR,34.990656624447446,17,Malachi Corley,CLE
434,00-0036268,WR,34.47865014882005,13,Laviska Shenault,
435,00-0034401,QB,34.17376150547766,5,Mike White,
436,00-0033357,TE,34.11922187232241,8,Taysom Hill,NO
437,00-0038104,WR,33.73049607670957,11,Tyquan Thornton,KC
438,00-0031941,WR,33.616203187784166,9,Jamison Crowder,
439,00-0036741,TE,33.58240209363994,11,Jack Stoll,CLE
440,00-0039394,WR,33.47717322018176,15,Casey Washington,ATL
441,00-0035973,RB,33.025444949640416,10,Patrick Taylor,SF
442,00-0035891,WR,32.61069560977673,6,Cody White,SEA
443,00-0039792,WR,30.802773142323623,19,Devontez Walker,BAL
444,00-0039521,WR,30.472779680757505,15,Xavier Weaver,ARI
445,00-0039386,WR,30.196418767180564,9,Bub Means,NO
446,00-0031428,WR,30.18504017720971,10,Allen Robinson,
447,00-0037745,RB,29.452205576879457,6,Velus Jones,SEA
448,00-0038519,WR,29.040653365876555,7,Nikko Remigio,KC
449,00-0037348,WR,28.726208225911222,10,Tanner Conner,NYG
450,00-0030035,WR,27.822041051668226,4,Adam Thielen,
451,00-0034073,TE,27.33756732760687,17,Ross Dwelley,CAR
452,00-0039393,RB,27.167711467744475,10,Jase McClellan,
453,00-0039392,WR,27.066251511862404,17,Jha'Quan Jackson,JAC
454,00-0037093,WR,26.98250455564938,17,Dareke Young,LV
455,00-0033251,WR,26.42445706709754,17,Zach Pascal,
456,00-0039144,TE,25.791650488495485,7,Luke Musgrave,GB
457,00-0037742,WR,25.63363322837179,6,Treylon Burks,WAS
458,00-0039451,WR,25.51025709194556,9,Isaiah Williams,NYJ
459,00-0036332,TE,25.494168786741895,14,Josiah Deguara,ARI
460,00-0039737,TE,24.78696082831204,17,Tip Reiman,ARI
461,00-0034777,WR,24.299023281402743,5,D.J. Chark,
462,00-0039754,TE,23.92552526950077,18,Devin Culp,TB
463,00-0039543,WR,23.748296230576862,12,Ramel Keyton,
464,00-0033110,TE,23.671290291910495,4,Tyler Higbee,LAR
465,00-0037306,TE,23.28583896049246,11,John FitzPatrick,GB
466,00-0037569,TE,22.72048590583817,9,Peyton Hendershot,
467,00-0039703,RB,22.64601556260421,8,Cody Schrader,DEN
468,00-0038090,WR,21.429360698826446,7,Skyy Moore,GB
469,00-0032398,WR,21.230541831617074,6,Chris Moore,WAS
470,00-0039816,WR,20.806903438092746,17,Anthony Gould,IND
471,00-0032156,QB,19.670111898601256,3,Trevor Siemian,TEN
472,00-0035594,RB,19.561661072892967,12,Travis Homer,PIT
473,00-0039399,TE,19.56022093476621,17,Tanner McLachlan,LAC
474,00-0036510,TE,19.180571569364332,8,Kenny Yeboah,
475,00-0035215,WR,19.112840296382444,7,Deonte Harty,
476,00-0039573,RB,18.946718391960516,8,Blake Watson,
477,00-0037300,WR,18.710782202103196,4,Michael Woods,GB
478,00-0039407,RB,18.29290688808856,15,Dylan Laube,LV
479,00-0037311,TE,17.901982955224707,18,Ko Kieft,TB
480,00-0039686,RB,17.82724692649142,10,Colson Yankoff,WAS
481,00-0037509,RB,17.639967237669183,3,Sincere McCormick,SF
482,00-0031484,TE,17.317216194493763,17,Chris Manhertz,NYG
483,00-0037156,WR,16.824316581537012,14,Irvin Charles,
484,00-0024243,TE,16.790087640590176,17,Marcedes Lewis,DEN
485,00-0034419,WR,16.56771816379115,7,Braxton Berrios,HOU
486,00-0038612,WR,16.383060815798327,5,A.T. Perry,PIT
487,00-0039677,QB,16.314925517712602,2,Sam Hartman,WAS
488,00-0036360,RB,15.83434662598986,5,Clyde Edwards-Helaire,KC
489,00-0037450,RB,15.043075201470995,9,Tyreik McAllister,
490,00-0039796,RB,14.902014152592573,6,Rasheen Ali,BAL
491,00-0034860,WR,14.732161531945827,4,Dante Pettis,NO
492,00-0034054,WR,14.625496424683794,8,River Cracraft,WAS
493,00-0036862,WR,14.328709828453789,8,Ben Skowronek,PIT
494,00-0036877,WR,14.164162210263445,7,Jaelon Darden,
495,00-0039603,RB,13.91877320860581,6,British Brooks,HOU
496,00-0039824,TE,13.73685024305601,8,Jared Wiley,KC
497,00-0039650,WR,13.69396990280971,5,Bryce Oliver,TEN
498,00-0036331,WR,12.87261707878908,6,Devin Duvernay,ARI
499,00-0039589,WR,12.403728987440868,7,Kameron Johnson,TB
500,00-0036620,WR,12.387461687387686,7,Dee Eskridge,MIA
501,00-0032134,TE,12.250230414568241,6,C.J. Uzomah,
502,00-0037654,TE,11.878663647473367,5,Tucker Fisk,LAC
503,00-0037112,TE,11.772976731186722,17,Jake Tonges,SF
504,00-0036556,TE,11.624565348764346,3,Brevin Jordan,HOU
505,00-0036825,TE,11.60604916926846,12,Feleipe Franks,CAR
506,00-0039811,RB,11.42368608638495,3,MarShawn Lloyd,GB
507,00-0039379,WR,10.57424475443485,13,Jamari Thrash,CLE
508,00-0037231,WR,10.438154452900797,2,Kevin Austin,NO
509,00-0036534,TE,10.113166239309308,3,Shane Zylstra,DET
510,00-0038710,TE,9.895401008193044,5,Blake Whiteheart,CLE
511,00-0039613,TE,9.83041019153009,17,Dallin Holker,
512,00-0036955,WR,9.810262127943723,5,Terrace Marshall,MIA
513,00-0038498,TE,9.314827012221814,6,E.J. Jenkins,PHI
514,00-0038551,RB,9.203368154810551,2,Kendre Miller,NO
515,00-0034365,TE,9.165585083275428,3,Ian Thomas,LV
516,00-0036370,RB,9.159363940874982,5,Joshua Kelley,
517,00-0035934,WR,8.619726434673089,5,Trishton Jackson,
518,00-0039853,WR,8.432386790422521,17,Javon Baker,SF
519,00-0031690,TE,8.040591654708543,6,Eric Tomlinson,
520,00-0035572,TE,7.99535697140587,8,Parker Hesse,
521,00-0035544,WR,7.946618081245127,3,Tom Kennedy,DET
522,00-0036924,RB,7.847980229784107,1,Michael Carter,TEN
523,00-0038488,TE,7.595060588187975,17,Brady Russell,SEA
524,00-0035639,WR,7.474494558706946,2,Parris Campbell,DAL
525,00-0038456,TE,7.462554547486359,15,Travis Vokolek,ARI
526,00-0038507,WR,7.39087031076253,3,Grant Dubose,
527,00-0037387,WR,7.320645421404895,6,Jalen Virgil,
528,00-0037277,TE,7.2641871686190305,5,Teagan Quitoriano,ARI
529,00-0037609,RB,6.976175065463024,3,Aaron Shampklin,
530,00-0036463,WR,6.896586229272817,4,Chris Blair,ATL
531,00-0036640,TE,6.725017026400459,3,Zach Davidson,NYG
532,00-0037317,TE,6.6602038125703285,4,Nick Muse,NYJ
533,00-0032141,TE,6.262143819705967,3,Geoff Swaim,
534,00-0034970,TE,6.035313964206372,4,Irv Smith,
535,00-0035547,TE,5.704625671673441,3,Jody Fortson,
536,00-0032543,WR,5.699285637953625,2,Alex Erickson,
537,00-0036842,RB,5.530556799867865,3,Kene Nwangwu,NYJ
538,00-0036096,RB,5.172189162796795,2,J.J. Taylor,
539,00-0038477,WR,5.065163065740208,17,Bryce Ford-Wheaton,NYG
540,00-0038598,QB,4.724933053047933,1,Jaren Hall,
541,00-0034808,RB,4.5533081621283475,3,John Kelly,
542,00-0033455,TE,4.551046885523305,4,Anthony Firkser,DET
543,00-0039420,TE,4.544671532729292,17,Jaheim Bell,PIT
544,00-0039757,RB,4.528296813260015,2,Terrell Jennings,NE
545,00-0038741,TE,4.475077691309034,6,John Stephens Jr.,
546,00-0039648,TE,4.402141238239985,17,David Martin-Robinson,TEN
547,00-0036387,WR,4.320627463098935,1,Jalen Reagor,
548,00-0037085,RB,4.221545563889802,1,Tyler Badie,DEN
549,00-0038930,RB,4.128401813796142,1,Carlos Washington,ATL
550,00-0038145,TE,3.9100425703248693,8,,
551,00-0039471,RB,3.7158819459543944,1,Frank Gore Jr.,BUF
552,00-0036176,WR,3.356843459858868,2,Mason Kinsey,TEN
553,00-0039739,WR,3.29663616741262,6,Roman Wilson,PIT
554,00-0037451,TE,3.2115294046077922,4,,
555,00-0038643,TE,2.689148154565802,6,Brayden Willis,SF
556,00-0039458,TE,2.4595359486386905,7,Brenden Bates,CLE
557,00-0035645,WR,2.31764845246303,2,Gunner Olszewski,NYG
558,00-0036254,WR,2.304034221183069,2,Collin Johnson,
559,00-0035311,RB,2.161760793222975,2,Myles Gaskin,SEA
560,00-0039415,WR,2.133360516215202,6,Brenden Rice,LV
561,00-0031299,TE,2.0766230555586125,3,Jordan Matthews,
562,00-0036133,WR,1.9091341855285717,1,James Proche,TEN
563,00-0034208,RB,1.8266959483408352,1,Mike Boone,
564,00-0039316,TE,1.6686378255381231,1,Baylor Cupp,
565,00-0037422,WR,1.65708810314127,2,Kendric Pryor,CIN
566,00-0039614,WR,1.6518802796564065,1,Jermaine Jackson,
567,00-0038920,TE,1.6101921225915867,4,John Samuel Shenker,
568,00-0036913,WR,1.6073741678075855,1,Kadarius Toney,
569,00-0038397,RB,1.1967762620911246,1,Evan Hull,
570,00-0038590,TE,0.954887956197022,8,Justin Shorter,LV
571,00-0038728,WR,0.6764657749730808,2,Jared Wayne,HOU
572,00-0039275,TE,0.5963561973269174,4,,
