position,model_class,scope,n_paired,rmse_delta,rmse_lo_95,rmse_hi_95,spearman_delta,spearman_lo_95,spearman_hi_95,verdict,reason
WR,baseline,pooled,8460,-0.03710889770676751,-0.05665825287993549,-0.01720050493020402,0.004716544813753165,0.0015141316739565925,0.008094603779569897,ADOPT,"RMSE delta -0.037 (95% CI [-0.057, -0.017]); Spearman lo_95 +0.0015 > floor -0.020"
WR,lightgbm,pooled,8460,-0.020701378078000765,-0.0288919091150448,-0.012139541875712912,0.0025741618488567264,0.0004685009917759747,0.004725529011563184,ADOPT,"RMSE delta -0.021 (95% CI [-0.029, -0.012]); Spearman lo_95 +0.0005 > floor -0.020"
WR,lightgbm-tuned,pooled,8460,0.0024859036284725633,-0.00559605740484197,0.010560331191225323,0.001389722776272584,-0.0003125588222813419,0.0031577263021412417,DO_NOT_ADOPT,"RMSE inconclusive: 95% CI [-0.006, +0.011] brackets / exceeds zero"
WR,lightgbm-nb,pooled,8460,-0.017100879463180618,-0.02685622881564682,-0.007087056318763942,0.001967395609256628,0.0001932031978460841,0.003753373672123164,ADOPT,"RMSE delta -0.017 (95% CI [-0.027, -0.007]); Spearman lo_95 +0.0002 > floor -0.020"
WR,ensemble,pooled,8460,-0.02419481689378511,-0.03508828334771776,-0.013770988948760521,0.0019468885250339962,8.328474691934596e-05,0.003959389606483296,ADOPT,"RMSE delta -0.024 (95% CI [-0.035, -0.014]); Spearman lo_95 +0.0001 > floor -0.020"
WR,baseline,year=2021,2109,-0.05526245837663435,-0.09396411424720638,-0.017938059218420392,0.006799255374606461,5.381990930602988e-05,0.01329807346366721,,
WR,baseline,year=2022,2102,-0.029488344045180526,-0.07277215700228093,0.007907488907749113,0.00517472859419843,-0.0014863596060123384,0.011858874612284428,,
WR,baseline,year=2023,2201,-0.039724925144143164,-0.07667977635282779,-0.0038914848008489104,0.003356804991785589,-0.0025987623123962383,0.009297999035363987,,
WR,baseline,year=2024,2048,-0.023315644236237887,-0.05712473236205311,0.012044924119210265,0.0035353902944225135,-0.0029627916298047507,0.009520292777252474,,
